doi;author;title;year;abstract;journal
10.1163/19606028_014_01-03;Chan Ning-ping;THE USE OF THE THIRD-PERSON PRONOUN IN MANDARIN CHINESE;1985;"""THE USE OF THE THIRD-PERSON PRONOUN IN MANDARIN CHINESE"" published on 15 Dec 1985 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_014_01-04;Christine Lamarre;UN PROBLEME D'ORDRE DES MOTS EN CHINOIS VERNACULAIRE: QUAND ET OU S'EST PRODUIT LE CHANGEMENT SHUOTABUGUO > SHUO BU GUO TA;1985;"""UN PROBLEME D'ORDRE DES MOTS EN CHINOIS VERNACULAIRE: QUAND ET OU S'EST PRODUIT LE CHANGEMENT SHUOTABUGUO > SHUO BU GUO TA"" published on 15 Dec 1985 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_014_01-05;Robert S. Bauer;THE EXPANDING SYLLABARY OF HONG KONG CANTONESE;1985;"L'EXPANSION DU SYLLABAIRE DU CANTONAIS DE HONGKONG A partir de ses propres observations et de donn?es recueillies dans la litt?rature, l'auteur dresse une liste des emprunts anglais en cantonais ayant pour r?sultat la cr?ation de syllabes qui jusque l? n'existaient pas en cantonais. Trois types de nouvelles syllabes sont distingu?s: cellles cre??s par recombinaison d'initiales et de finales d?j? existantes; celles ayant une finale in?dite; et celles violant en apparence la phonotactique cantonaise, comprenant deux consonnes labiales, ou ayant pour initiate un groupe muta + liquida. Les syllabes de ce dernier groupe sont en fait conformes ? la phonotactique de vieux mots cantonais appartenant aux couches lexicales les moins litt?raires: onomatop?es etc. Ces syllabes, comme celles des deux premiers groupes forment des combinaisons segmentales autoris?es par la phonotactique cantonaise, et dont l'inexistance ?tait accidentelle.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_014_01-06;Giorgio Casacchia;"THE LEXICON OF THE SUZHOU DIALECT IN THE NINETEENTH CENTURY NOVEL ""SING-SONG GIRLS OF SHANGHAI"" (PART III)";1985;"""THE LEXICON OF THE SUZHOU DIALECT IN THE NINETEENTH CENTURY NOVEL ""SING-SONG GIRLS OF SHANGHAI"" (PART III)"" published on 15 Dec 1985 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_014_01-07;No?l Dutrait;LIANG (J.C.P.), DEFRANCIS (J.), et HAN (Y.H.): Varieties of Spoken Standard Chinese Volume I : A Speaker from Tianjin. Dordrecht-Holland/Cinnaminsin-U.S.A.: Foris Publication, 1982, 113p.;1985;"""LIANG (J.C.P.), DEFRANCIS (J.), et HAN (Y.H.): Varieties of Spoken Standard Chinese Volume I : A Speaker from Tianjin. Dordrecht-Holland/Cinnaminsin-U.S.A.: Foris Publication, 1982, 113p."" published on 15 Dec 1985 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_014_01-08;Waltraud Paul;KAUTZ (Ulrich): Chinese Equivalents of German and English relative clauses. Paris, Editions de la Maison des Sciences de l'Homme, 1984, 159 p.;1985;"""KAUTZ (Ulrich): Chinese Equivalents of German and English relative clauses. Paris, Editions de la Maison des Sciences de l'Homme, 1984, 159 p."" published on 15 Dec 1985 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_014_01-09;Editors Cahiers de Linguistique Asie Orientale;NOTE A L'ATTENTION DES AUTEURS;1985;"""NOTE A L'ATTENTION DES AUTEURS"" published on 15 Dec 1985 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000290;Paul Kratochvil;PHONETIC TONE SANDHI IN BEIJING DIALECT STAGE SPEECH;1984;"""PHONETIC TONE SANDHI IN BEIJING DIALECT STAGE SPEECH"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000291;Jerry Norman;THREE MIN ETYMOLOGIES;1984;"""THREE MIN ETYMOLOGIES"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000292;"Laurent Sagart; Pierre Halle";ESQUISSE DE LA PHONOLOGIE D'UN DIALECTE DU JIANGXI : NANCHENG;1984;Based on over 400 character readings in the Nancheng city dialect of Eastern Jiangxi, a synchronic phonology is outlined and some sound correspondences with the Qie Yun system are worked out. Nancheng city dialect has the general characteristics of a Gan dialect and some Min-like developments in its rhyme system. Its principal feature of interest is the glottalization of upper Departing, a shortish tone with a sharp, metallic, ringing voice quality, ending in a clear-cut fashion, though not in a glottal stop. A comparison of the spectral properties of this and other tones shows upper Departing to be characterized by a weaker first harmonic. This dialect, as well as others in the same area, bears witness to the claim, made elsewhere, that Middle Chinese Departing tone was characterized by glottalized phonation.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000293;William Ñ. J. Lin;WHAT DOES THE MANDARIN PARTICLE NE COMMUNICATE ?;1984;Although the particle ne has been studied by many linguists, including Chao (1968) and Li & Thompson (1981), only part of its contextual uses has been examined and hasty conclusions drawn. In this paper, data have been collected from Mandarin instructors, visiting scholars from China, novels and other texts published in either Taiwan or Mainland. Thus a wide range of contextual uses of ne has been collected, analysed, and the general/invariant meaning of this form has been extracted. The general/invariant meaning is then put in opposition to that of the zero sign (?) in order to determine the relational invariant meaning of this particle. My conclusion is that ne carries the relational invariant meaning [+ constrastiveness] while the zero sign is neutral so far as this semantic feature is concerned.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000294;Viviane Alleton;A PROPOS DE : ZHU DEXI, « YUFA JIANGYI »;1984;"""A PROPOS DE : ZHU DEXI, « YUFA JIANGYI »"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000295;Laurent Sagart;COMPTES RENDUS;1984;"""COMPTES RENDUS"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000296;Maurice Coyaud;BERNOT (Denise) Dictionnaire birman-fran?ais (sept volumes parus) Paris, SELAF, 1978-1984;1984;"""BERNOT (Denise) Dictionnaire birman-fran?ais (sept volumes parus) Paris, SELAF, 1978-1984"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000297;Maurice Coyaud;ANN (Ò.Ê.) Cracking the Chinese Puzzles (Ann's integrated method of learning the Chinese Language by conceptualizing and philosophizing approach). Hong Kong, Stockflows, 1982, Vol. I : 670 p. Vol 2 : p. 671-1360.;1984;"""ANN (Ò.Ê.) Cracking the Chinese Puzzles (Ann's integrated method of learning the Chinese Language by conceptualizing and philosophizing approach). Hong Kong, Stockflows, 1982, Vol. I : 670 p. Vol 2 : p. 671-1360."" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000298;Maurice Coyaud;LANGAGES N?68 La linguistique japonaise D?cembre 1982;1984;"""LANGAGES N?68 La linguistique japonaise D?cembre 1982"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000299;Waltraud Paul;CHU (Chauncey Cheng-hsi) A Reference Grammar of Mandarin Chinese for English Speakers. NewYork, Frankfort on the Main, Berne, Peter Lang, 1983, 291 p.;1984;"""CHU (Chauncey Cheng-hsi) A Reference Grammar of Mandarin Chinese for English Speakers. NewYork, Frankfort on the Main, Berne, Peter Lang, 1983, 291 p."" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000300;Editor Cahiers de Linguistique Asie Orientale;LIVRES RECUS;1984;"""LIVRES RECUS"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000301;Editor Cahiers de Linguistique Asie Orientale;NOTE A L'INTENTION DES AUTEURS;1984;"""NOTE A L'INTENTION DES AUTEURS"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000279;William L. Ballard;WU, MIN AND A LITTLE HAKKA LEXICAL TONE SANDHI: RIGHT AND LEFT;1984;"An initial assay of Wu and Min lexical tone sandhi opens inquiry into a possible source : Austronesian pitch accent, and into a sandhi origin for the ""third"" tone ( qu/departing ). One important element in such an assay is the feature Right/Left : focus = preservation, stress, retention, etc, towards the Right or towards the Left. Northern Wu appears to be focus Left, and destressing seems to be spreading in the area. Southern Wu and Min are focus Right. Southern Wu focus does not prevent some Right mergers, and often it is the last two syllables acting together that is the focus. Northern Min shows similarities to Southern Wu, but Southern Min can be said to have no tone sandhi at all : The Amoy et al tone circles appear to be artifacts of changes in isolation values, since they are virtual reconstructions of the probable prototone values. The one Hakka dialect examined appears to be like Northern Min/Southern Wu. On the basis of this assay, I would hazard the guess that in the study of the origin of lexical tone sandhi, Southern Min should be classified with the Cantonese/Thai type, Northern Wu as a separate type heavily influenced by Mandarin, and Southern Wu/Northern Min as the preservation of the oldest, most Austronesianoid type of sandhi. Further speculation would be foolhardly until more information is available and more detailed comparisons and histories are drawn up.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000280;Fronce Dhorne;UN CAS DE DISSYMETRIE EN JAPONAIS : LA FORME 'RADICAL VERBAL -TE ARU';1984;"""UN CAS DE DISSYMETRIE EN JAPONAIS : LA FORME 'RADICAL VERBAL -TE ARU'"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000281;Robert S. Bauer;THE HONG KONG CANTONESE SPEECH COMMUNITY;1984;Paroe qu'il est parl? par plus de 90 % de la population de Hong Kong qui compte 5 millions 300 000 personnes, le cantonais est le dialecte chinois le plus important apr?s le mandarin. Nul doute que cette situation changera lorsque le statut politique de Hong Kong sera modifi? en 1997. Cet article retrace l'?volution historique et linguistique de Hong Kong et analyse les facteurs de d?veloppement du cantonais dans l'?le avant de caract?riser dans le d?tail la situation socio-linguistique de Hong Kong par un examen attentif des donn?es statistiques dont on dispose sur la population de Hong Kong.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000282;Laurent Sagart;LE DESTIN DES OBSTRUANTES SONORES DU CHINOIS ANCIEN DANS LES DIALECTES MIN;1984;"""LE DESTIN DES OBSTRUANTES SONORES DU CHINOIS ANCIEN DANS LES DIALECTES MIN"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000283;Giorgio Casacch?a;"THE LEXICON OF THE SUZHOU DIALECT IN THE NINETHEENTH CENTURY NOVEL ""SING-SONG GIRLS OF SHANGHAI"" 	(Part I)";1984;"""THE LEXICON OF THE SUZHOU DIALECT IN THE NINETHEENTH CENTURY NOVEL ""SING-SONG GIRLS OF SHANGHAI"" 	(Part I)"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000284;Robert S. Bauer;COMPTES RENDUS;1984;"""COMPTES RENDUS"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000285;Robert S. Bauer;LI Zhuomin Review of Lishi Zhongwen Zi?tan (Mr. Li's Chinese Dictionary) Chinese University Press, Hong Kong, 1980, 22 + 6 + 62 + 86 + 370 + 68 + 138 p.;1984;"""LI Zhuomin Review of Lishi Zhongwen Zi?tan (Mr. Li's Chinese Dictionary) Chinese University Press, Hong Kong, 1980, 22 + 6 + 62 + 86 + 370 + 68 + 138 p."" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000286;Maurice Coyaud;MATSUMOTO Nobushiro Le japonais et les langues austroasiatiques. Paris, Geuthner, 1928.;1984;"""MATSUMOTO Nobushiro Le japonais et les langues austroasiatiques. Paris, Geuthner, 1928."" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000287;Laurent Sagart;HOA (Monique) L'Accentuation en p?kinois Paris/Hong Kong, ?ditions Langages Crois?s, 1983, 259 p.;1984;"""HOA (Monique) L'Accentuation en p?kinois Paris/Hong Kong, ?ditions Langages Crois?s, 1983, 259 p."" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000288;Maurice Coyaud;"GARNIER Catherine La phrase japonaise ; structures complexes en japonais moderne Paris, P.O. F. 1982.";1984;"""GARNIER Catherine La phrase japonaise ; structures complexes en japonais moderne Paris, P.O. F. 1982."" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000289;Maurice Coyaud;"GARNIER Catherine La phrase japonaise ; structures complexes en japonais moderne. Paris, P.O. F. 1982";1984;"""GARNIER Catherine La phrase japonaise ; structures complexes en japonais moderne. Paris, P.O. F. 1982"" published on 12 Mar 1984 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000272;Hu Mingyang;SUBCLASSIFICATION OF ADJECTIVES IN THE PEKING DIALECT;1983;"Dans le parler de P?kin, les adjectifs ne constituent pas un ensemble homog?ne. Ils peuvent ?tre subdivis?s selon des crit?res morphologiques et syntaxiques. Les adjectifs peuvent ?tre redoubl?s. Le sch?ma de redoublement est AA ou AAr pour les adjectifs dissyllabiques. Cependant, tous les adjectifs ne sont pas susceptibles de redoublement. Lesquels le sont et lesquels ne le sont pas ? Certains adjectifs peuvent avoir des suffixes modaux (au sens de ""modulation""). Quels suffixes de ce type y a t-il dans le dialecte de P?kin ? Quels sont les adjectifs avec lesquels ils sont compatibles ? D'autre part, il est admis que les adjectifs peuvent ?tre employ?s aussi bien en fonction attributive qu'en fonction pr?dicative, alors qu'en r?alit? tous les adjectifs n'ont pas cette double aptitude : certains ne s'emploient qu'en fonction predicative et d'autres seulement en fonction attributive. Enfin, certains adjectifs peuvent ?tre employ?s adverbialement, d'autres pas. L'auteur, qui a examin?, selon les crit?res ?num?r?s cidessus, un ensemble de quatre cents adjectifs usuels du parler de P?kin, pr?sente les r?sultats complets de son enqu?te : liste des formes, statistiques et conclusions.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000273;Monique Hoa;LA RECIPROCITE EN CHINOIS CONTEMPORAIN;1983;"""LA RECIPROCITE EN CHINOIS CONTEMPORAIN"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000274;Robert Iljic;LE MARQUEUR LAIZHE;1983;"This paper is an attempt at coherent analysis of the Pekingese Laizhe. The scarcity of linguistic material available on this time and aspect marker justifies a thorough descriptive study of its syntactic and semantic properties which, consequently, leads to a better unterdstanding of the basic principles inherent in the Chinese way of expressing the categories of time and aspect in general. Among other things, it points out the difference of character between the verbal suffixes -guo and -le. Laizhe marks the ""cut off"" (i.e. ""coupure""), an abstract operation, which implies that a given process or state which was going on in the past was subsequently closed and, indeed, cut off from the present.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000275;Francoise Aubin;UN CAHIER DE VOCABULAIRE TECHNIQUE DU;1983;"""UN CAHIER DE VOCABULAIRE TECHNIQUE DU"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000276;"Charles Li; Sandra Thompson";A GRAMMATICAL DESCRIPTION OF XUWEN: A COLLOQUIAL DIALECT OF LEI-ZHOU PENINSULA (Part II);1983;"""A GRAMMATICAL DESCRIPTION OF XUWEN: A COLLOQUIAL DIALECT OF LEI-ZHOU PENINSULA (Part II)"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000277;P?n?lope Bourgeois;COMPTES RENDUS;1983;"""COMPTES RENDUS"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000278;Andr? Fabre;COYAUD (Maurice) et LI Jin-Mieung Initiation au cor?en ?crit et parl?. Paris, P.A.F. Pour l'Analyse du Folklore, 1982, 180 p.;1983;"""COYAUD (Maurice) et LI Jin-Mieung Initiation au cor?en ?crit et parl?. Paris, P.A.F. Pour l'Analyse du Folklore, 1982, 180 p."" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000262;"Charles Li; Sandra Thompson";A GRAMMATICAL DESCRIPTION OF XUWEN : A COLLOQUIAL DIALECT OF LEI-ZHOU PENINSUL (part I);1983;Les auteurs pr?sentent une description synchronique de la phonologie et de la syntaxe d'un dialecte chinois parl? dans la p?ninsule de Lei-zhou et qui repr?sente le r?sultat du m?lange d'un dialecte Min et d'un dialecte Yue. Le syst?me phonologique de ce dialecte est compar? avec le syst?me du chinois ancien.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000263;Fu Mao-Ji;LA FAMILLE MATRIARCALE ET LES TERMES DE PARENTE CHEZ LES NAXI DE YONGNING (DISTRICT NINGLANG, YUNNAN, CHINE);1983;"""LA FAMILLE MATRIARCALE ET LES TERMES DE PARENTE CHEZ LES NAXI DE YONGNING (DISTRICT NINGLANG, YUNNAN, CHINE)"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000264;Stephen P. Baron;CHAIN SHIFTS IN CHINESE HISTORICAL PHONOLOGY : PROBLEMS OF MOTIVATION AND FUNCTIONALITY;1983;L’auteur passe en revue plusieurs cas de changements vocaliques et consonantiqu.es en cha?ne en chinois et s’interroge sur leur signification fonctionnelle. Il observe que des changements dont la motivation est apparemment de maintenir des contrastes phonologiques aboutissent souvent ? la disparition des m?mes contrastes. Apr?s avoir critiqu? les vues opposes de Labor et de Lass sur la fonctionnalit? des changements phon?tiques, il aboutit ? la conclusion que les changements en cha?ne ne sont au mieux que partiellement fonctionnels, et pro pose une interpr?tation probabiliste des faits.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000265;John Newman;CANTONESE VOWEL SHIFT;1983;"""CANTONESE VOWEL SHIFT"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000266;Andr? Fabre;CATALAN, OCCITAN, ESPAGNOL, FRANCAIS, COREEN, JAPONAIS : PROBLEMES DE BILINGUISME;1983;"""CATALAN, OCCITAN, ESPAGNOL, FRANCAIS, COREEN, JAPONAIS : PROBLEMES DE BILINGUISME"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000267;Maurice Coyaud;COMPTES RENDUS;1983;"""COMPTES RENDUS"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000268;Maurice Coyaud;SAGART (Laurent) Phonologie du dialecte hakka de Sung Him Tong. Paris/Hong Kong, Editions Langages Crois?s, 1982, 154 p.;1983;"""SAGART (Laurent) Phonologie du dialecte hakka de Sung Him Tong. Paris/Hong Kong, Editions Langages Crois?s, 1982, 154 p."" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000269;Laurent Sagart;YANG Fu-mian Paul, S.J. Chinese Dialectology : A Selected and Classified Bibliography. Hong Kong, The Chinese University Press, 1981, 189 p.;1983;"""YANG Fu-mian Paul, S.J. Chinese Dialectology : A Selected and Classified Bibliography. Hong Kong, The Chinese University Press, 1981, 189 p."" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000270;Alain Peyraube;KILLINGLEY (Siew-Yue) Cantonese Classifiers. Syntax and Semantics Newcastle upon T?ne (G.B.), Grevatt & Grevatt, 9 Rectory Drive NE 31 XT, 1983, 130 p.;1983;"""KILLINGLEY (Siew-Yue) Cantonese Classifiers. Syntax and Semantics Newcastle upon T?ne (G.B.), Grevatt & Grevatt, 9 Rectory Drive NE 31 XT, 1983, 130 p."" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000271;Editor Cahiers de Linguistique Asie Orientale;BIBLIOGRAPHIE : langue chinoise 1982;1983;"""BIBLIOGRAPHIE : langue chinoise 1982"" published on 12 Mar 1983 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000001;Editor Cahiers de Lingllistique Asie Orientale;Cahiers de Lingllistique Asie Orientale;1982;"""Cahiers de Lingllistique Asie Orientale"" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000002;Editor Cahiers de Linguistique Asie Orientale;Preliminary material;1982;"""Preliminary material"" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000003;Alain Peyraube;Les Termes D'adresse Dans Les Operas Des Yuan (XIIIe Et XIVe Siecles);1982;The corpus of this study includes thirty-four operas of the Yuan dynasty (1279-1368) : literature in spoken language and which spreads over a relatively short period of time. The prinaipal option of address in Yuan drama is, like in contemporay Chinese, the choice between 1) use of kinship terms (KT), use of titles (T), 3) use of the last name (LN) and/or the first name (FN) of the addressee. KT are used muah more frequently ly popular classes. The T mode of address is used almost exclusively inside the Court. T are slightly more frequent than KT in the milieu of mandarins and courtesans. The KT can be used within the family or outside the family. Within the family, the generation relationship between the speaker and the addressee and the age criterion are essential for the choice of KT. Outside the family, age and even generation relation ships are of little importance. Social status is essential. The others parameters (respect, intimacy, etc.) are also important. T are theortically reserved for strangers or people whom one knows but not intimately. If the addressee of a specific title is an intimate friend or companion of the speaker, it means that considerable respect exists between the two persons, or that their milieu is marked by very strict social conventions as in the Imperial Court. Except under particular circumstances, the formula LN and for FN is used by a superior to address an inferior. More foten than not, the LN and FN formula indicates a certain annoyance or an obvious lock of respect. One never addresses a superior or an elder by his given name alone. The term is reserved for domestics and maids, between good friends, between husband and wife, and for parents to address their children.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000004;Viviane A11eton;Formes De L'exclamatif En Chinois Contemporain;1982;"""Formes De L'exclamatif En Chinois Contemporain"" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000005;Lue Kwanten;The Lexicography of the Hsi Hsia (Tangut) Language();1982;"""The Lexicography of the Hsi Hsia (Tangut) Language()"" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000006;Laurent Sagart;A List of Sung Him Tong Hakka Words of Dubious Etymology;1982;"""A List of Sung Him Tong Hakka Words of Dubious Etymology"" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000007;Marie-Claude Paris;LI (Charles N.) et THOMPSON (Sandra A.) Mandarin Chinese. A functional reference grammar. Berkeley, Los Angeles, London, University of California Press, 1981, 691 p.;1982;"""LI (Charles N.) et THOMPSON (Sandra A.) Mandarin Chinese. A functional reference grammar. Berkeley, Los Angeles, London, University of California Press, 1981, 691 p."" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000008;Maurice Coyaud;SASSE (Werner) Das glossar kory? pang?n in Kyerim yusa. Wiesbaden, Harassowitz, 1976, 156 p.;1982;"""SASSE (Werner) Das glossar kory? pang?n in Kyerim yusa. Wiesbaden, Harassowitz, 1976, 156 p."" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000009;Maurice Coyaud;PARIS (Marie-C1aude) Probl?mes de syntaxe et de s?mantique en linguistique chinoise. Paris, Coll?ge de France, Institut des Hautes Etudes Chinoises (vo1. XX), 1981, 452 p.;1982;"""PARIS (Marie-C1aude) Probl?mes de syntaxe et de s?mantique en linguistique chinoise. Paris, Coll?ge de France, Institut des Hautes Etudes Chinoises (vo1. XX), 1981, 452 p."" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000010;Fran?oise Sabban;Chongbian GUOYU CIDlAN Jiaoyubu chongbian guoyu cidian bianji Taibei, Taiwan Shangwu yinshuguan, 1981.;1982;"""Chongbian GUOYU CIDlAN Jiaoyubu chongbian guoyu cidian bianji Taibei, Taiwan Shangwu yinshuguan, 1981."" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000011;Yau Shun-chiu;A Dictionary of the Cantonese (Guangzhou) Dialect;1982;"""A Dictionary of the Cantonese (Guangzhou) Dialect"" published on 01 Jan 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000420;Hu Tan;RECHERCHES SUR LES TONS DU TIBETAIN (DIALECTE DE LHASA);1982;"""RECHERCHES SUR LES TONS DU TIBETAIN (DIALECTE DE LHASA)"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000421;Alexis Rygaloff;LE COREEN ET L’ECRITURE;1982;"""LE COREEN ET L’ECRITURE"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000422;Graham Thurgood;THE SINO-TIBETAN COPULA *w?y(o);1982;"""THE SINO-TIBETAN COPULA *w?y(o)"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000423;Michel Ferlus;SPIRANTISATION DES OBSTRUANTES MEDIALES ET FORMATION DU SYSTEME CONSONANTIQUE DU VIETNAMIEN(o);1982;"""SPIRANTISATION DES OBSTRUANTES MEDIALES ET FORMATION DU SYSTEME CONSONANTIQUE DU VIETNAMIEN(o)"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000424;Laurent Sagart;LUCE (Gordon H.) A Comparative word-list of Old Burmese, Chinese and Tibetan. Londres, School of Oriental and African Studies, 1981, 88 p.;1982;"""LUCE (Gordon H.) A Comparative word-list of Old Burmese, Chinese and Tibetan. Londres, School of Oriental and African Studies, 1981, 88 p."" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000425;Viviane Alleton;COYAUD (Maurice) Essais de typologie linguistique. Paris, Ed. Jean Fayard, 1980, 189 p.;1982;"""COYAUD (Maurice) Essais de typologie linguistique. Paris, Ed. Jean Fayard, 1980, 189 p."" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000426;Viviane Alleton;LIN (Helen T.) Essential Grammar for Modern Chinese. Boston, Cheng and Tsui Co, 1981, 304 p, biblio, index.;1982;"""LIN (Helen T.) Essential Grammar for Modern Chinese. Boston, Cheng and Tsui Co, 1981, 304 p, biblio, index."" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
